date,type,event,description,resources,year,week_number,month_year,weekday,mentions_kim
1968-08-05,Other Provocation,Infiltration and Incursion - Exchange of Fire at DMZ,A group of North Korean infiltrators kill a U.S. soldier (PFC Terrance A. Peterson) and wound four others in a UNC patrol less than one mile south of the truce site in Panmunjom. One North Korean soldier was killed in the firefight.,"The US Military Experience in Korea 1871-1982, page 122.",1968,31,08-1968,Monday,False
1968-04-21,Other Provocation,Infiltration and Incursion - Exchange of Fire at DMZ,"A North Korean force numbering between 50-75 clash with a U.S. patrol unit south of the DMZ. This incident resulted in one U.S. soldier killed and three wounded, while North Koreans saw four casualties.","The US Military Experience in Korea 1871-1982, page 121.",1968,16,04-1968,Sunday,False
1968-04-14,Other Provocation,Infiltration and Incursion - Exchange of Fire at DMZ,Four UNC soldiers are killed and two are wounded as a result of a North Korean ambush south of the Joint Security Area (JSA). The ambush took place in daytime (11:00 am) when the infiltrators attacked a truck carrying soldiers.,"The US Military Experience in Korea 1871-1982, page 120.",1968,15,04-1968,Sunday,False
1968-01-23,Other Provocation,Seizure of USS Pueblo,U.S. Navy intelligence ship USS Pueblo was captured in international waters off the coast of North Korea in the sea between Korea and Japan.,"https://www.cia.gov/library/readingroom/docs/DOC_0000265987.pdf; The US Military Experience in Korea 1871-1982, page 118.",1968,3,01-1968,Tuesday,False
1968-01-21,Other Provocation,Raid on Blue House (Cheong Wa Dae),North Korean agents infiltrated South Korea and attempted to assassinate Republic of Korea President Park Chung-hee. Four South Koreans accidently came across the North Korean agents' base camp in the mountains near Seoul and reported their suspicious activity. 30 out of 31 North Korean commandos were killed during their mission and the last remaining infiltrator was captured. Two ROK policeman and five civilians were also killed.,"http://www.mnd.go.kr/user/mnd/upload/pblictn/PBLICTNEBOOK_201505200527270960.pdf; The US Military Experience in Korea 1871-1982, page 118.",1968,3,01-1968,Sunday,False
1967-09-13,Other Provocation,Bombing of Train Station Terror Act,A North Korean-planted explosive sets off destroying two train cars and derailing six train cars at Unjeong Station on the Gyeongui Line. No casualties were reported but resulted in damages to 40 meters of the rail tracks.,https://goo.gl/wqtVJo,1967,37,09-1967,Wednesday,False
1967-09-05,Other Provocation,Bombing of Train Station Terror Act,A North Korean-planted explosive sets off and derails a train carrying 400 passengers in Chosung Station on the Gyeongwon Line. No casualties were reported.,https://goo.gl/Ga1aKk,1967,36,09-1967,Tuesday,False
1967-08-29,Other Provocation,Ambush on U.S. Soldiers,Three U.S. soldiers are killed and five wounded when two U.S. army vehicles are destroyed by North Korean-planted mines.,"https://goo.gl/QLGvKD; The US Military Experience in Korea 1871-1982, page 117.",1967,35,08-1967,Tuesday,False
1967-08-28,Other Provocation,Ambush on U.S. Soldiers,Four UNC personnel are killed and 26 wounded in a North Korean attack on a U.S. army work unit south of the DMZ.,"https://goo.gl/xpRAj3; The US Military Experience in Korea 1871-1982, page 117.",1967,35,08-1967,Monday,False
1967-08-10,Other Provocation,Ambush on U.S. Soldiers,Three U.S. soldiers are killed and 16 wounded in a daytime North Korean ambush south of the DMZ.,"The US Military Experience in Korea 1871-1982, page 117.",1967,32,08-1967,Thursday,False
1967-07-18,Other Provocation,Infiltration and Incursion,"Ten armed North Korean infiltrators were discovered by South Korean army and police combined forces in Jeongeup County near Jeonju. After the two-day gun battle, five infiltrators were killed and one South Korean was killed.","https://goo.gl/7v8TC7; The US Military Experience in Korea 1871-1982, page 117.",1967,29,07-1967,Tuesday,False
1967-07-14,Other Provocation,Infiltration and Incursion,"Three North Korean armed infiltrators were discovered in the central zone of the DMZ by a South Korean army unit. All three infiltrators were killed, while two South Korean soldiers were also killed by enemy forces.","https://goo.gl/eEbABh; The US Military Experience in Korea 1871-1982, page 117.",1967,28,07-1967,Friday,False
1967-07-05,Other Provocation,Infiltration and Incursion,A South Korean army and police combined force discover and kill four North Korean armed infiltrators in Myeongju County (near Gangneung) on the eastern coast. One South Korean policemen was injured.,https://goo.gl/mUZr4v,1967,27,07-1967,Wednesday,False
1967-07-03,Other Provocation,Infiltration and Incursion,South Korean army troops discover 17 North Korean armed infiltrators on the south side of the DMZ. Ten infiltrators are killed by South Korean soldiers in three separate gun battles.,https://goo.gl/oDLWx7,1967,27,07-1967,Monday,False
1967-06-29,Other Provocation,Infiltration and Incursion,"Four North Korean armed infiltrators were killed by South Korea combined army and police force in Sangdong County (near Gangneung) on the eastern coast, plus one South Korean civilian, in whose house the infiltrators were in hiding before being discovered.",https://goo.gl/VutQcM,1967,26,06-1967,Thursday,False
1967-06-28,Other Provocation,Infiltration and Incursion,"In two separate incidents, three North Korean armed infiltrators were killed by South Korean army forces after a two hour and 40 minute gun battle in Munsan (near the DMZ). On the same day in Jinan County (North Jeolla Province), three armed infiltrators were killed by a combined South Korean army and police force unit.",https://goo.gl/PVGNnE,1967,26,06-1967,Wednesday,False
1967-06-23,Other Provocation,Infiltration and Incursion,Eight armed North Korean infiltrators are killed and one captured after a firefight with South Korean forces in a village near Samcheok (North Gyeongsang Province).,https://goo.gl/vwoq7W,1967,25,06-1967,Friday,False
1967-06-17,Other Provocation,Infiltration and Incursion,One North Korean armed infiltrator is killed after a gunfight with South Korean police officers in Cheongdo (North Gyeongsang Province). Four South Korean policemen are killed along with one South Korean civilian.,https://goo.gl/KqjMlw,1967,24,06-1967,Saturday,False
1967-06-10,Other Provocation,Infiltration and Incursion,Five North Korean armed infiltrators are discovered south of the Military Demarcation Line and killed by South Korean forces.,"The US Military Experience in Korea 1871-1982, page 117.",1967,23,06-1967,Saturday,False
1967-05-22,Other Provocation,Attack on U.S. Military Barracks,Two U.S. soldiers are killed and 16 injured when several North Korean-planted satchels with filled explosives are set off inside a U.S. army barracks in the western sector of the DMZ. This was the first instance of North Korean sabotage since the Armistice.,"The US Military Experience in Korea 1871-1982, page 117.",1967,21,05-1967,Monday,False
1967-04-17,Other Provocation,Infiltration and Incursion (Maritime),"South Korean air force jets sink a North Korean espionage vessel in the West Sea. Out of 15 men onboard, six are captured by a South Korean navy patrol ship.","The US Military Experience in Korea 1871-1982, page 117.",1967,16,04-1967,Monday,False
1967-04-12,Other Provocation,Infiltration and Incursion (Territorial),"Between 40-60 North Korean troops cross the Military Demarcation Line (MDL) and a six-hour armed engagement ensues with South Korean troops. For the first time since the Armistice, UNC forces use artillery to engage the North Koreans.","The US Military Experience in Korea 1871-1982, page 116.",1967,15,04-1967,Wednesday,False
1967-01-19,Other Provocation,Sinking of South Korean Patrol Boat,A South Korean PCE-56 patrol boat was sunk near the Northern Limit Line (NLL) in the sea between Korea and Japan by North Korean coastal guns.,"http://www.mnd.go.kr/user/mnd/upload/pblictn/PBLICTNEBOOK_201505200527270960.pdf; The US Military Experience in Korea 1871-1982, page 116.",1967,3,01-1967,Thursday,False
1966-11-02,Other Provocation,Exchange of Fire at DMZ,"In two separate incidents, six U.S. and three South Korean soldiers are killed by North Korean troops south of the DMZ.","https://goo.gl/BYnx16; The US Military Experience in Korea 1871-1982, page 116.",1966,44,11-1966,Wednesday,False
1966-05-17,Other Provocation,Infiltration and Incursion,A North Korean armed agent named Jeong Sang-kyu is discovered in a village near the city of Jinju. He is chased into the mountains where he is eventually located and killed by South Korean army forces.,https://goo.gl/jbyuPG;,1966,20,05-1966,Tuesday,False
1965-04-28,Other Provocation,NK Fighter Jets Attack U.S. Reconnaissance Plane,Two North Korean jet fighters (MiG) attacked and damaged a U.S. reconnaissance plane (RB-47) over the sea between Korea and Japan.,"https://cdnc.ucr.edu/cgi-bin/cdnc?a=d&d=DS19650428.2.9; The US Military Experience in Korea 1871-1982, page 114.",1965,17,04-1965,Wednesday,False
1964-11-14,Other Provocation,NK Attacks U.S. Airforce Plane,U.S. airforce plane attacked near the DMZ.,http://www.cfr.org/content/publications/attachments/Korean_Peninsula_Clashes.pdf,1964,45,11-1964,Saturday,False
1963-07-29,Other Provocation,Exchange of Fire at DMZ,A group of at least seven North Korean soldiers crossed the DMZ and killed two U.S. soldiers and wounded one during an attack on a jeep with a machine gun and hand grenade. U.S. and South Korean patrols tracked and killed two of the infiltrators.,"https://goo.gl/8PXjzE; The US Military Experience in Korea 1871-1982, page 113.",1963,30,07-1963,Monday,False
1962-11-20,Other Provocation,Exchange of Fire at DMZ,NK troops attacked a UN observation post 7 miles southeast of Panmunjom and an armed clash ensues.,"http://www.cfr.org/content/publications/attachments/Korean_Peninsula_Clashes.pdf; The US Military Experience in Korea 1871-1982, page 113.",1962,46,11-1962,Tuesday,False
1960-07-30,Other Provocation,Exchange of Fire and Sinking of NK Vessel,A South Korean destroyer sinks a North Korean patrol vessel off the eastern coast killing at least 14 crewmen. This was the first naval clash between the two Koreas since the signing of the Armistice in 1953.,"https://goo.gl/NEgR7xThe US Military Experience in Korea 1871-1982, page 109.",1960,30,07-1960,Saturday,False
1959-06-15,Other Provocation,NK Fighter Jets Attack U.S. Navy Plane,Two North Korean jet fighters (MiG) attacked and damaged a U.S. navy patrol plane (P4M Mercator) off the eastern coast of North Korea. The pilot returned safely to base in Japan's Honshu Island.,"https://goo.gl/UFh93rThe US Military Experience in Korea 1871-1982, page 109.",1959,24,06-1959,Monday,False
1958-02-16,Other Provocation,Hijacking of South Korean Plane,North Korean agents hijacked a South Korean plane en route from Busan to Seoul. Twenty-eight kidnapped passengers taken to Pyongyang were eventually released but eight other passengers were never returned.,"https://goo.gl/Xn9Wr4The US Military Experience in Korea 1871-1982, page 108.",1958,7,02-1958,Sunday,False
